,name,EAN_code,brand,price_in_pound,stars,number of reviews,Form,size,availablty,description
4143,Garancia Formule Ensorcelante - Against Crocodile Skin 3 in 1 150g,3401396867142,Garancia,18.20,0.0,0,Cream,150g,In stock,"The Formule Ensorcelante - Against Crocodile Skin by Garancia, nourishes and moisturizes skin for 24 hours. It gums and smoothes, has no grain, and is enriched with an anti-sagging complex.Association of 8 botanical extracts for this twice patented treatment, with fabulous moisturising powers. Its extraordinary texture will envelop the driest skin in a second skin, with no greasy film, which leaves the skin soft, nourished, moisturised and smooth. Its active ingredients help you to get rid of dead cells and get new skin."
4144,Uriage DS HAIR Gentle Balancing Shampoo 2 x 500ml,3661434000003,Uriage,15.70,0.0,0,Shampoo,2 x 500ml,In stock,"Uriage DS HAIR Gentle Balancing Shampoo 2 x 500ml is a purifying and balancing shampoo with thermal water from the French Alps, for all hair types.  It purifies, balances and soothes the scalp and provides a feeling of comfort and freshness. With a fresh and pleasant scent, a creamy foam and a soft texture, it leaves hair healthy and silky.Made in France. "
4145,Taaj Rasayana Anti-Ageing Cream Wrinkles & Firmness 50ml,3401396852872,Taaj,24.50,4.0, 2 ,Cream,50ml,In stock,"Taaj Rasayana Anti-Ageing Cream Wrinkles & Firmness 50ml is the synergy of several actives: sunflower oil, lemon oil, clove oil, tomato seeds and nutmeg oils to smooth, refirm and replenish mature skins normal to dry.Bringing a targeted solution against wrinkles, fine lines and loss of firmness, this cream is rich in regenerating restructuring and replenishing active ingredients and enhances the micro-circulation and the cell renewal in order to smooth, bring firmness, and skin elasticity.The skin is replumped, firmer and wrinkles are less visible, the features are smoothed.Paraben-free, phenoxyethanol-free, mineral oils-free."
4146,Taaj Kerala Radiant Scrub 75ml,3401396858157,Taaj,12.70,4.0, 1 ,Cream,75ml,In stock,"Taaj Kerala Radiant Scrub 75ml exfoliates, smoothes skin, improves the complexion's aspect and gives energy.Action on the skin:This care gently exfoliates the skin, combining enzymatic and mechanical actions. Its unique composition based on natural ingredients (Papaya, Hibiscus, Apricot Kernel Oil and Malic Acid), helps regenerating the skin by eliminating dead cells and impurities on its surface. Particularly rich in fruity acids, this gentle scrub leaves the skin healthy and balanced. Smoothed and supple, your skin is ready to recevive further daily care.Action on the mood : Fruity notes of Papaya make you travel to India. Hibiscus, also known as ""eternal flower"", refreshes and tones up your mind. An exquisite moment of invigorating freshness."
4147,Akileïne Akilortho Dermo Adjuvant Soothing Cream 75ml,3323039802733,Akileïne,6.90,0.0,0,Cream,75ml,In stock,"Akileïne Akilortho Dermo Adjuvant Soothing Cream 75ml Sensitive Epidermis is the active skincare against chafing, redness and maceration.This care has a preventive and soothing effect. It reduces and soothes chafing in the skin folds areas, or chafing against prosthesis.Results, skin's resistance is reinforced. Sensation of burning and itching are soothed. The development of bacteria and the maceration caused by cutaneous folds or wearing of a prothesis, are stopped."
4148,La Roche-Posay Substiane Visible Density and Volume Replenishing Care 40ml,3337872412608,La Roche-Posay,29.99,0.0,0,Cream,40ml,In stock,"La Roche-Posay Substiane Visible Density and Volume Replenishing Care 40ml is a fundamental restoring anti-aging care which refills the skin's substance and surably restores skin's elasticity and comfort.It contains an exclusive regeneratinf complex which targets the fundamental dermis to reactivate the cells which support the cutaneous tissues, the association Lynactyl + Proxylane, in a formula with La Roche-Posay Thermal water with soothing and moisturising properties.The Neurosensine neutralizes the factors of acceleration of sensitive skins-ageing.Extra-rich texture and extreme comfort."
4149,BcomBIO Organic Body Gentle Vegetable Foaming Scrub 200ml,3760099705251,BcomBIO,14.20,0.0,0,Cream,200ml,In stock,"BcomBIO Organic Body Gentle Vegetable Foaming Scrub 200ml is certified Organic, it exfoliates the body very gently. Organic Cane Sugar together with Organic Rice and Apricot Powders eliminate dead cells, leaving the skin soft and velvety.Bathed in a delicious fragrance of citrus notes, the skin is ready for the BcomBio body care routine.Paraben-free, Phenoxyethanol-free, OGM-free, PEG-free, silicone-free, synthesis fragrance and dye-free.Organic cosmetic, respects the COSMEBIO charter."
4150,BcomBIO Smoothing Serum Firmness 30ml,3760099705497,BcomBIO,20.30,0.0,0,Serum,30ml,In stock,"BcomBIO Smoothing Serum Firmness 30ml is a serum that ensures a tensor effect and immediate smoothing thanks to the organic Oat extract. Exceptional plumping and moisturising power of Hyaluronic Acid fills the wrinkles and fine lines while restoring tone to the skin.The exceptionnal moisturizing piower of Hyaluronic Acid allows to fill in the wrinkles and fine lines and tone up the skin again.Tolerance tested under dermatological control.Paraben free, phenoxyethanol free, mineral oils free, silicones free, glycol ethers free, PEG free, BHT-BHA free, EDTA free.99,1% of total ingredients are of natural origin.99,8% of total vegetable ingredients are from Organic Farming.53,6% of total ingredients are from Organic Farming.Ecological and Organic Cosmetic certified by Ecocert Greenlife according to Ecocert standard.Made in France. "
4151,BcomBIO Eye Contour Triple Action Care 20ml,3760099705275,BcomBIO,16.90,0.0,0,Emulsion,20 ml,In stock,"BcomBIO Eye Contour Triple Action Care 20ml is a refreshing emuilsion which brings a complete care to the eye contour, struggling against the wrinkles, dark rings and puffiness.Its tolerance was tested under ophtalmological control.Paraben-free, Phenoxyethanol-free, OGM-free, PEG-free, silicone-free, synthesis fragrance and dye-free.Organic cosmetic, respects the COSMEBIO charter."
4152,BcomBIO Nourishing Anti-Wrinkles Cream 50ml,3760099705022,BcomBIO,19.99,0.0,0,Cream,50ml,In stock,"BcomBIO Nourishing Anti-Wrinkles Cream 50ml is a cream with rich and unctuous texture that visibly attenuates fine lines and wrinkles thanks to a precious concentrate of actives.Hyaluronic Acid replumps and firms the skin while intensely moisturising it,Hibiscus extract promotes the maintain of moisturising and softens the skin,Butterfly Lavender water relaxes the skin and wrinkles for immediate smoothing effect,Fruits acids and vegetable sugars cell renewal for a more radiant complexion.Result: wrinkles are visibly reduced and skin firmer.Suitable for sensitive skins.Tolerance and efficacy tested under dermatological control.Paraben free, phenoxyethanol free, mineral oils free, silicones free, glycol ethers free, PEG free, BHT-BHA free, EDTA free.98,7% of total ingredients are of natural origin.95,1% of total vegetable ingredients are from Organic Farming.45,2% of total ingredients are from Organic Farming.Ecological and Organic Cosmetic certified by Ecocert Greenlife according to Ecocert standard.Made in France. "
4153,Garancia en Deux Coups de Baguette Rose 120ml + Free Make-Up Removal Towel,3401399594830,Garancia,18.20,5.0, 3 ,Cream,120ml,In stock,"Garancia en Deux Coups de Baguette Rose 120ml + Free Make-Up Removal Towel is one cream among make-up removing cleansers. Much more than a face and eye, anti-aging and anti-tightness make-up remover. It respects the hydrolipidic film and provides soothing anti-aging active ingredients that will help stimulate collagen day after day and fight against the loss of elasticity.It contains an innovative formula, the Softskin, a combination of:nourishing and anti-drying cocoa butter,soothing sweet almond oil,beeswax softening and protective of the hydrolipidic film,Rose floral waters with a patented active ingredient,extract of the Ulva lactuca algae with anti-aging properties vectorized in montmorillonite clay leaves with detoxifying and absorbing properties.Results: a significant reduction in the appearance of wrinkles: surface and volume and protection of the elastic fibers of the skin.98% of ingredients of natural origin. Tested under dermatological control.The make-up removal towel is the essential accessory for Japanese make-up removal. Practical and environmentally friendly, it offers a sustainable alternative to disposable cotton pads.Made in France. "
4154,Elastoplast SOS Blister 6 Small Sticking Plasters,4005800009143,Elastoplast,5.40,0.0,0,Sticking plasters,6 sticking plasters,In stock,"Elastoplast SOS Blister 6 Small Sticking Plasters immediately relieves pain and creates a protective barrier against impurities and bacteria.It promotes faster healing of blisters and effectively absorbs pressure and friction.Waterproof and almost invisible, it remains in place for several days.Latex-free."
4155,Alphanova Health Anti-Stretch Marks 150ml,3760075070212,Alphanova,15.40,0.0,0,Gel,150ml,In stock,"Alphanova Health Anti Stretch Marks 150ml is a certified organic care designed to prevent and treat the existing stretch-marks.Its formula is based on using a strongly dosed complex of oils, traditionally used by pregnant women around the world to prevent and eliminate their stretch marks: African Baobab oil, Rose hip oil from South America, Mimosa Tenuiflora from South America, and Macadamia Oil from Oceania.Thanks to an innovation formula that combines traditional oils and innovating active ingredients, this care can be used from the beginning of pregnancy to prepare your skin to the changes it will be submitted to during pregnancy. "
4156,BcomBIO Global Care Anti-Ageing 50ml,3760099705480,BcomBIO,22.70,0.0,0,Cream,50ml,In stock,"BcomBIO Global Care Anti-Ageing 50ml brings a complete action to mature skins thanks to the following active ingredients:- Hyaluronic acid reinforces hydration.- The Water Clover fights against skin sagging and redefines facial contours.- Organic Rosehip Oil and fruit acids promote skin regeneration and reduce spots.- Organic Alfalfa extract is similar to Retinol and helps reduce wrinkles.With a rich and creamy texture, your complexion is bright and even. "
4157,Sanoflore Organic Crème Merveilleuse Firming Anti-Wrinkle Light Moisturiser 40ml,3337873401045,Sanoflore,29.99,0.0,0,Cream,40ml,In stock,"Sanoflore Organic Crème Merveilleuse Firming Anti-Wrinkle Light Moisturiser 40ml is an essential oil of Organic Pelargonium which helps the natural synthesis of collagen and essential oil of Organic Melissa Officinalis which acts as a powerful anti-oxidant, for a firmer, smoother and more supple skin.100% natural fragrance.Ecological and Organic Cosmetics certified by ECOCERT Greenlife according to the ECOCERT standard. Made in France. "
